FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aac,Plateaux,Kloto,Kloto 1,Yokélé,Copegan,Kadodo,Copegan,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.6831733333333333 6.953250000000001, 0.682805 6.953215, 0.68292 6.952825, 0.683455 6.952966666666667, 0.6833466666666667 6.9531600000000005, 0.6831983333333334 6.95314, 0.6831733333333333 6.953250000000001))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aab,Plateaux,Amou,Amou 2,Kpatégan,Kodjokope,Ferme D'élevage Djignon,92915974,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.9578061090131169 7.368895590930353, 0.9578029605153031 7.3687332212038035, 0.9579729793972513 7.3687347824514555, 0.9579698308994375 7.368898713424511, 0.9578061090131169 7.368895590930353))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aaa,Plateaux,Kloto,Kloto 1,Yokélé,Akodo,Bon Combat,96017561,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,"{Ferme,Construit et Utilise}",{Elevage traditionnel},"{Douches,Latrines a eau}","POLYGON ((0.6631154398481561 6.92861795955612, 0.6626746413766291 6.928713487446667, 0.6626777455912174 6.92806019955072, 0.6630626682001565 6.92805095490419, 0.6631154398481561 6.92861795955612))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa9,Plateaux,Kloto,Kloto 1,Yokélé,Kpotanve,Dzabe,Kpotanve/dzabe,"{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,"{En construction,Construit et Utilise,Inacheve}","{Elevage traditionnel,elevage industriel}",{autre},"POLYGON ((0.7138236183012986 6.912550259252643, 0.7131505112107797 6.913689508450145, 0.7145353462904539 6.914538466402625, 0.7152856951782456 6.913262290322942, 0.7138236183012986 6.912550259252643))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa8,Plateaux,Kloto,Kloto 1,Yokélé,Eklui Tankpla,Kpatchakope,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2009,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7169580439264771 6.913116398680754, 0.7173295779888192 6.913259415513585, 0.717454686397567 6.912845419299852, 0.7170641965157176 6.9127626200135825, 0.7169580439264771 6.913116398680754))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa7,Plateaux,Kloto,Kloto 1,Yokélé,Heve,Barry,Heve/barry,"{Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7278085254661263 6.91276825435927, 0.7273914745338736 6.9127165019565275, 0.7269554667410646 6.912274253920131, 0.7268606824382797 6.911342708830028, 0.7272398196494183 6.911333299274299, 0.7276473921513923 6.911083945979183, 0.7281639666015685 6.910989850361936, 0.7285573214581247 6.910900459508203, 0.7287421508485546 6.911441509153893, 0.7286947586971624 6.911977853408797, 0.7286378881154917 6.912490673223691, 0.728239794043796 6.912735321012726, 0.7278085254661263 6.91276825435927))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa6,Plateaux,Kloto,Kloto 1,Yokélé,Yokele,Aziable,97544788,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((0.6560159536850362 6.928812966752945, 0.6559528019601226 6.928722618648631, 0.6560698183915801 6.928643333563237, 0.6561311127128198 6.9287336816827425, 0.6560159536850362 6.928812966752945))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa5,Plateaux,Agou,Agou 2,Agotimé-Nord,Ameganvikope,Kalary Read Okory,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{autre},{Douches},"POLYGON ((0.805820698683371 6.664571373805383, 0.806305497211953 6.66289312321482, 0.8084728318103184 6.663749952292977, 0.8077313752371933 6.665789341101289, 0.805820698683371 6.664571373805383))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa4,Plateaux,Agou,Agou 2,Agotimé-Nord,Doglobo,Banambakope,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2000,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((0.7995052830363552 6.6728238830334625, 0.7999296414733644 6.673060642383762, 0.8002138568462994 6.672831688288594, 0.8000422798239285 6.67235426662085, 0.799735798730533 6.672403699948647, 0.7995052830363552 6.6728238830334625))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa3,Plateaux,Agou,Agou 2,Agotimé-Nord,Ahogbe,Ferme Wegba,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.7852317273259735 6.670399610971751, 0.7855100147993651 6.670505332186471, 0.7856337693670256 6.670211095978057, 0.7853343217862102 6.670108559076028, 0.7852317273259735 6.670399610971751))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa2,Plateaux,Agou,Agou 2,Agotimé-Nord,Ahogbe,Ferme Messan,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7827698097194137 6.6696757927622, 0.781993631607405 6.669428219179151, 0.7820961754636664 6.66875914311054, 0.7831973387201338 6.669161842399464, 0.7829780526275134 6.669738469598822, 0.7827698097194137 6.6696757927622))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa1,Plateaux,Agou,Agou 2,Agotimé-Nord,Ahogbe,Ferme Kpodar,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.7895701264546156 6.676050408460844, 0.7890221454498427 6.6740527712069415, 0.7909852422361713 6.673909228096376, 0.7912140694689337 6.675966675326456, 0.7895701264546156 6.676050408460844))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aa0,Plateaux,Agou,Agou 2,Agotimé-Nord,Zoukpe,La Gloire De Dieu,A 700m de la douane de zoukpe,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{autre},"{WCs,Douches}","POLYGON ((0.655242008769191 6.655603752908776, 0.6554673385400404 6.655200605612872, 0.6559873303189239 6.6555449307260846, 0.6558674433254591 6.655684095390827, 0.6554962269722004 6.655514802288318, 0.65541678378376 6.655686964764944, 0.655242008769191 6.655603752908776))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9f,Plateaux,Agou,Agou 2,Agotimé-Nord,Nyitoe,Ferme Yovo,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Construit et Utilise},{Elevage traditionnel},"{WCs,Latrines a eau}","POLYGON ((0.6572009046754822 6.660399217193554, 0.6571061774852492 6.660181918943501, 0.6568366560749431 6.660328651277542, 0.6569437880162783 6.660529148059982, 0.6572009046754822 6.660399217193554))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9e,Plateaux,Agou,Agou 2,Agotimé-Nord,President Kope,Hodjo,Président kope/hodjo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1987,{Construit et Utilise},"{Elevage traditionnel,elevage industriel}",{autre},"POLYGON ((0.7375756251321722 6.739802476503462, 0.7380848799911741 6.739010404687146, 0.7375980922583045 6.73862366492644, 0.7369615236845517 6.739389706845146, 0.7375756251321722 6.739802476503462))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9d,Plateaux,Agou,Agou 2,Agotimé-Nord,Nyidove,Ferme Tchamdja,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.7065291102097777 6.754370622390166, 0.7045121580792891 6.754067543812627, 0.7045917746107557 6.752512615950917, 0.7067148821165331 6.752789340766387, 0.7065291102097777 6.754370622390166))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9c,Plateaux,Agou,Agou 2,Agotimé-Nord,Adame,Ferme Woudji,Adame près de l'église catholique,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.6714980275054383 6.774613997299986, 0.6713567955376563 6.77439272043515, 0.6712877487978519 6.7744472605168955, 0.6711669170031943 6.774503358880258, 0.671243809963431 6.774646721334761, 0.6712877487978518 6.774662304207685, 0.6713473800731375 6.774735543703671, 0.6714980275054383 6.774613997299986))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9b,Plateaux,Agou,Agou 2,Agotimé-Nord,Kumassi,Sokpo,Boko komi-kopé à kumassi,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,"{Ferme,En construction}",{Elevage traditionnel},{autre},"POLYGON ((0.6868316456003131 6.727156033655982, 0.6869056962504893 6.726651053032607, 0.6863396201691421 6.726665761213524, 0.6864613923494317 6.727089029784705, 0.6868316456003131 6.727156033655982))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a9a,Plateaux,Agou,Agou 2,Agotimé-Nord,Seva-cope,Ferme D'élevage De Seva Cope,Assahou-fiagbe,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2005,"{En construction,Construit et Utilise}",{Elevage traditionnel},{autre},"POLYGON ((0.7405333333333334 6.733562147410069, 0.7407019098683637 6.733559047156039, 0.7407019098683637 6.733422635959036, 0.7405255288641189 6.7334365871059445, 0.7405333333333334 6.733562147410069))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a99,Plateaux,Agou,Agou 2,Agotimé-Nord,Emilecope,Ferme Tougan,Ferme tougan d'emilecope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.7433639148266467 6.719930282230255, 0.7435846256082718 6.720202436398816, 0.7438912506538856 6.720053854952696, 0.74368683395681 6.7197611052378905, 0.7433639148266467 6.719930282230255))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a98,Plateaux,Agou,Agou 2,Agotimé-Nord,Sodoke -kope,Ferme Diabou,Ferme diabou de sodokin kope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,{Ferme},{elevage industriel},{WCs},"POLYGON ((0.6846735785876576 6.762378374280379, 0.6847331314114959 6.762922066794464, 0.6842432614089556 6.762830497571777, 0.6842816825856255 6.762382189668573, 0.6846735785876576 6.762378374280379))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a97,Plateaux,Akébou,Akébou 1,Djon,Ayagba,Ferme Nanyire,91605112,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2012,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.793734020755416 7.763321384431911, 0.7936705507338784 7.762729841055056, 0.7933036146718623 7.762924401925377, 0.7934027865805151 7.763405890560641, 0.793734020755416 7.763321384431911))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a96,Plateaux,Akébou,Akébou 2,Sérégbénè,Seregbene,Site De Canaan,91814829,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.7463266666666667 7.847000000000001, 0.7462683333333333 7.846761666666667, 0.74653 7.846706666666667, 0.7465883333333333 7.8469516666666665, 0.7463266666666667 7.847000000000001))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a95,Plateaux,Akébou,Akébou 2,Sérégbénè,Brada,Pouli,99406001,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.7792283333333334 7.832106666666665, 0.7793318829202791 7.831923849723254, 0.7791917640571521 7.83183782547298, 0.7790891417911999 7.832031380011117, 0.7792283333333334 7.832106666666665))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a94,Plateaux,Akébou,Akébou 2,Sérégbénè,Brada,Ferme Sourou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.7796545113488016 7.8322267810814346, 0.7796130076910762 7.832320435285771, 0.7796972703150026 7.832357937386652, 0.7797435440409721 7.832258513729418, 0.7796545113488016 7.8322267810814346))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a93,Plateaux,Amou,Amou 3,Evou,Yaokope,Ferme D'élevage Etsoulassi,92277608,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((1.036231525112245 7.516830447395233, 1.036347664030612 7.516774101856565, 1.036316776020408 7.516700607664705, 1.0361994015816325 7.516766752437939, 1.036231525112245 7.516830447395233))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a92,Plateaux,Akébou,Akébou 2,Kpalavé,Kabagni,Epicentre Elevage,93344794,"{Dimanche,Samedi,Vendredi,Mercredi,jeudi,Mardi,Lundi}",2020,{Construit et Utilise},"{Elevage traditionnel,elevage industriel}","{Latrines a eau,Douches}","POLYGON ((0.7767416666666667 7.889401666666667, 0.7766283333333334 7.889258333333333, 0.776425 7.889353333333334, 0.7765299999999999 7.889506666666667, 0.7767416666666667 7.889401666666667))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a91,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Kotokou,Ferme Kpawo Menssan,Kpawo menssan,"{""Dimanche"",""jeudi"",""Lundi"",""Mardi"",""Mercredi"",""Samedi"",""Vendredi""}",2009,"{""Ferme""}","{""Elevage traditionnel""}","{""autre"",""Douches""}","POLYGON ((0.8574183333333333 7.890056666666667, 0.8575283333333333 7.8896999999999995, 0.8580249999999999 7.889851666666668, 0.857895 7.890248333333333, 0.8574183333333333 7.890056666666667))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a90,Plateaux,Haho,Haho 2,Djemegni,Kpevou,Ferme Sambiani,Kpevou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{Douches},"POLYGON ((1.2191215427874686 6.920648201612016, 1.2191168059309738 6.920698412290857, 1.2191025953614905 6.9207382018854116, 1.2190438583409582 6.92077514936607, 1.2189045947600188 6.920819675817118, 1.2188477524820844 6.9207003070334565, 1.2188818578488454 6.920594201447979, 1.219078911079018 6.920539253912642, 1.2191215427874686 6.920648201612016))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8f,Plateaux,Haho,Haho 2,Djemegni,Afatchao Cope,Ferme Tougoma,91671008,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1995,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.259141189997311 6.948648300457707, 1.2593374817198686 6.948638045196768, 1.2593119577187932 6.948414842403213, 1.2591405822830002 6.948452847210679, 1.259141189997311 6.948648300457707))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8e,Plateaux,Haho,Haho 2,Djemegni,Dime,Elevage Koukazo,90838699,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.2549716814260141 6.939357447247661, 1.2553802381434325 6.939040966665181, 1.2555337421124044 6.939237887941507, 1.2551299085940317 6.939498105216023, 1.2549716814260141 6.939357447247661))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8d,Plateaux,Haho,Haho 2,Djemegni,Tchaokope,Ferme Kolani,99345287,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1990,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2733902917978446 6.954577881770034, 1.2732079067868758 6.954296341183943, 1.2736084093823907 6.9540739166120975, 1.273715607103123 6.954415312423326, 1.2733902917978446 6.954577881770034))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8c,Plateaux,Haho,Haho 2,Djemegni,Tchao Cope,Ferme Langbetre,97064530,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2004,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2733240363017888 6.9530370482195885, 1.2736154973735745 6.953013831375985, 1.273602003805436 6.952713798216976, 1.2732844551685838 6.952751302372332, 1.2733240363017888 6.9530370482195885))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8b,Plateaux,Haho,Haho 2,Djemegni,Tchave,Ferme Ekpe,99277777,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((1.306485 6.939026666666666, 1.3066533333333332 6.939274999999999, 1.3063083333333334 6.939516666666666, 1.3060233333333333 6.93908, 1.306409930811439 6.938931771181442, 1.306485 6.939026666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a8a,Plateaux,Haho,Haho 2,Djemegni,Agbedougbe,Ferme Noumonvi,96524655,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.277729778393517 6.989845507806752, 1.2772819031794604 6.990142214259127, 1.277839419900884 6.9907079066619, 1.2781114549616157 6.990537480347664, 1.277729778393517 6.989845507806752))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a89,Plateaux,Haho,Haho 2,Djemegni,Agbedougbe,Elevage Kogloe,70226341,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,"{Inacheve,En construction}",{Elevage traditionnel},{autre},"POLYGON ((1.2621877385792943 6.984186560031542, 1.2624332926288968 6.9840000304201055, 1.2622829534148543 6.983828423111883, 1.2620323880581172 6.9840224139774065, 1.2621877385792943 6.984186560031542))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a88,Plateaux,Haho,Haho 2,Djemegni,Kodonou,Élevage Lare,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{Douches},"POLYGON ((1.2653632472143301 6.932946587465841, 1.2649385336994983 6.933085644135617, 1.2648386887679415 6.932831199985299, 1.2648789247851362 6.932795696139446, 1.2649176705794714 6.93276019229092, 1.2650175155110286 6.9326566393841045, 1.2650786146482498 6.93258563166342, 1.2651561062369208 6.932570838386931, 1.2653632472143301 6.932946587465841))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a87,Plateaux,Amou,Amou 1,Amlamé (Ouma),Kpete,Ferme Makou,91605380,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.8829917208138182 7.4177483908891455, 0.8830449819509494 7.417764235510746, 0.8831967761917734 7.4177351870373744, 0.8831701456232078 7.417391886752298, 0.8828772093689861 7.417473750690745, 0.8829863947001053 7.41774575011882, 0.8829917208138182 7.4177483908891455))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a86,Plateaux,Haho,Haho 2,Djemegni,Agolim,Ferme Djovakpo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1981,"{Ferme,Construit et Utilise}",{elevage industriel},{autre},"POLYGON ((1.2081681205408217 6.9239771444183535, 1.2082333366761382 6.924033316330481, 1.2082841668992528 6.924072351045139, 1.2083848682846685 6.924079967574454, 1.2084567978456793 6.9240694948466155, 1.2084932421565913 6.9240609262509425, 1.208522013980996 6.924059974184744, 1.2085488676837732 6.9240694948466155, 1.208662036859764 6.924235154332426, 1.2086773818327798 6.924230394003188, 1.2087819194614497 6.924185646905978, 1.2090897779825773 6.924640734207322, 1.2089881175363482 6.924718803532894, 1.2087167033261335 6.924326552644526, 1.2087032764747445 6.924293230345292, 1.2086687502854592 6.924269428701538, 1.2086380603394276 6.924266572504207, 1.2085488676837735 6.924280853490689, 1.208430903203715 6.924301798936747, 1.2082122373382413 6.924300846871039, 1.208170038662448 6.924252291517294, 1.208051115121576 6.924074255177481, 1.2081681205408217 6.9239771444183535))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1a85,Plateaux,Haho,Haho 2,Djemegni,Ketoua Kope,Dieu Benie Les Pauvre,Kpedome ketoua kope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.264682322493877 7.0178776005160195, 1.2646771232273704 7.01783322181347, 1.2645939349632611 7.0178342538763685, 1.2645939349632611 7.017887921143913, 1.264682322493877 7.0178776005160195))"
